25094676,C_PROCESO_17-12-6097257_50000002_25094676.pdf,,.pdf,1740817,,1,2017-01-27,2017-01-27,50000002,17-12-6097257,5549650,-1,13,2017/2017Q1/2017/C/50000002/17-12-6097257/C_PROCESO_17-12-6097257_50000002_25094676.pdf
25315445,C_PROCESO_17-12-6062169_215761011_25315445.pdf,CONTRATO,.pdf,448034,CONTRATO,1,2017-02-02,2017-02-02,215761011,17-12-6062169,5578948,-1,13,2017/2017Q1/2017/C/215761011/17-12-6062169/C_PROCESO_17-12-6062169_215761011_25315445.pdf
24734097,C_PROCESO_17-12-6042394_102002000_24734097.pdf,CPS 009-17,.pdf,244283,CPS 009-17,1,2017-01-18,2017-01-18,102002000,17-12-6042394,5502939,-1,13,2017/2017Q1/2017/C/102002000/17-12-6042394/C_PROCESO_17-12-6042394_102002000_24734097.pdf
24702662,C_PROCESO_17-12-6039698_254673011_24702662.pdf,,.pdf,881683,,1,2017-01-17,2017-01-17,254673011,17-12-6039698,5499293,-1,13,2017/2017Q1/2017/C/254673011/17-12-6039698/C_PROCESO_17-12-6039698_254673011_24702662.pdf
24628139,C_PROCESO_17-12-6030070_201101043_24628139.pdf,CONTRATO,.pdf,53134,CONTRATO,1,2017-01-14,2017-01-14,201101043,17-12-6030070,5490819,-1,13,2017/2017Q1/2017/C/201101043/17-12-6030070/C_PROCESO_17-12-6030070_201101043_24628139.pdf
24203347,C_PROCESO_16-12-5978641_268468014_24203347.pdf,CONTRATO,.pdf,1303208,CONTRATO,1,2016-12-29,2016-12-29,268468014,16-12-5978641,5442857,-1,13,2016/2016Q4/2016/C/268468014/16-12-5978641/C_PROCESO_16-12-5978641_268468014_24203347.pdf
24160562,C_PROCESO_16-12-5975163_28868913_24160562.pdf,,.pdf,1473041,,1,2016-12-29,2016-12-29,28868913,16-12-5975163,5438609,-1,13,2016/2016Q4/2016/C/28868913/16-12-5975163/C_PROCESO_16-12-5975163_28868913_24160562.pdf
23979378,C_PROCESO_16-12-5960100_28899960_23979378.pdf,,.pdf,966697,,1,2016-12-26,2016-12-26,28899960,16-12-5960100,5422037,-1,13,2016/2016Q4/2016/C/28899960/16-12-5960100/C_PROCESO_16-12-5960100_28899960_23979378.pdf
23888961,C_PROCESO_16-12-5952881_28827870_23888961.pdf,,.pdf,5958027,,1,2016-12-22,2016-12-22,28827870,16-12-5952881,5413738,-1,13,2016/2016Q4/2016/C/28827870/16-12-5952881/C_PROCESO_16-12-5952881_28827870_23888961.pdf
23885988,C_PROCESO_16-12-5952615_241020019_23885988.pdf,,.pdf,1378409,,1,2016-12-22,2016-12-22,241020019,16-12-5952615,5413589,-1,13,2016/2016Q4/2016/C/241020019/16-12-5952615/C_PROCESO_16-12-5952615_241020019_23885988.pdf
22636372,C_PROCESO_16-12-5820814_241503018_22636372.PDF,,.PDF,167799,,1,2016-11-21,2016-11-21,241503018,16-12-5820814,5302949,-1,13,2016/2016Q4/2016/C/241503018/16-12-5820814/C_PROCESO_16-12-5820814_241503018_22636372.PDF
22359399,C_PROCESO_16-12-5795763_201101048_22359399.PDF,,.PDF,1486587,,1,2016-11-11,2016-11-11,201101048,16-12-5795763,5275224,-1,13,2016/2016Q4/2016/C/201101048/16-12-5795763/C_PROCESO_16-12-5795763_201101048_22359399.PDF
22200195,C_PROCESO_16-12-5770837_213458011_22200195.pdf,CONTRATO,.pdf,672692,CONTRATO,1,2016-11-04,2016-11-04,213458011,16-12-5770837,5252554,-1,13,2016/2016Q4/2016/C/213458011/16-12-5770837/C_PROCESO_16-12-5770837_213458011_22200195.pdf
21896914,C_PROCESO_16-12-5698943_225899018_21896914.pdf,CONTRATO,.pdf,1699558,CONTRATO,1,2016-10-18,2016-10-18,225899018,16-12-5698943,5189182,-1,13,2016/2016Q4/2016/C/225899018/16-12-5698943/C_PROCESO_16-12-5698943_225899018_21896914.pdf
21972420,C_PROCESO_16-12-5698943_225899018_21972420.pdf,,.pdf,1699558,,1,2016-10-23,2016-10-23,225899018,16-12-5698943,5204921,-1,13,2016/2016Q4/2016/C/225899018/16-12-5698943/C_PROCESO_16-12-5698943_225899018_21972420.pdf
21972456,C_PROCESO_16-12-5698943_225899018_21972456.pdf,,.pdf,1699558,,1,2016-10-23,2016-10-23,225899018,16-12-5698943,5204934,-1,13,2016/2016Q4/2016/C/225899018/16-12-5698943/C_PROCESO_16-12-5698943_225899018_21972456.pdf
21722884,C_PROCESO_16-12-5639750_250001036_21722884.pdf,CONTRATO,.pdf,3087305,CONTRATO,1,2016-10-06,2016-10-06,250001036,16-12-5639750,5153183,-1,13,2016/2016Q4/2016/C/250001036/16-12-5639750/C_PROCESO_16-12-5639750_250001036_21722884.pdf
21818616,C_PROCESO_16-12-5639750_250001036_21818616.pdf,CONTRATO 575 DE 2016,.pdf,3087305,CONTRATO 575 DE 2016,1,2016-10-12,2016-10-12,250001036,16-12-5639750,5173226,-1,13,2016/2016Q4/2016/C/250001036/16-12-5639750/C_PROCESO_16-12-5639750_250001036_21818616.pdf
21610474,C_PROCESO_16-12-5630953_28872613_21610474.pdf,,.pdf,123808,,1,2016-09-29,2016-09-29,28872613,16-12-5630953,5128750,-1,13,2016/2016Q3/2016/C/28872613/16-12-5630953/C_PROCESO_16-12-5630953_28872613_21610474.pdf
21442900,C_PROCESO_16-12-5590160_205842017_21442900.pdf,MINUTA DEL CONTRATO,.pdf,2102966,MINUTA DEL CONTRATO,1,2016-09-20,2016-09-20,205842017,16-12-5590160,5093454,-1,13,2016/2016Q3/2016/C/205842017/16-12-5590160/C_PROCESO_16-12-5590160_205842017_21442900.pdf
20964623,C_PROCESO_16-12-5466112_01002013_20964623.pdf,,.pdf,1710116,,1,2016-08-19,2016-08-19,1002013,16-12-5466112,4984776,-1,13,2016/2016Q3/2016/C/01002013/16-12-5466112/C_PROCESO_16-12-5466112_01002013_20964623.pdf
20884592,C_PROCESO_16-12-5444750_205055011_20884592.pdf,CONVENIO,.pdf,440692,CONVENIO,1,2016-08-13,2016-08-13,205055011,16-12-5444750,4966444,-1,13,2016/2016Q3/2016/C/205055011/16-12-5444750/C_PROCESO_16-12-5444750_205055011_20884592.pdf
20743751,C_PROCESO_16-12-5407914_215051013_20743751.pdf,,.pdf,5110962,,1,2016-08-04,2016-08-04,215051013,16-12-5407914,4934262,-1,13,2016/2016Q3/2016/C/215051013/16-12-5407914/C_PROCESO_16-12-5407914_215051013_20743751.pdf
20642944,C_PROCESO_16-12-5380600_215822011_20642944.pdf,CONTRATO,.pdf,339759,CONTRATO,1,2016-07-29,2016-07-29,215822011,16-12-5380600,4909448,-1,13,2016/2016Q3/2016/C/215822011/16-12-5380600/C_PROCESO_16-12-5380600_215822011_20642944.pdf
20571394,C_PROCESO_16-12-5363191_215660011_20571394.pdf,CONTRATO NO 44,.pdf,3852606,CONTRATO NO 44,1,2016-07-25,2016-07-25,215660011,16-12-5363191,4893841,-1,13,2016/2016Q3/2016/C/215660011/16-12-5363191/C_PROCESO_16-12-5363191_215660011_20571394.pdf
20561552,C_PROCESO_16-12-5360323_215808019_20561552.pdf,,.pdf,351933,,1,2016-07-25,2016-07-25,215808019,16-12-5360323,4891443,-1,13,2016/2016Q3/2016/C/215808019/16-12-5360323/C_PROCESO_16-12-5360323_215808019_20561552.pdf
20496165,C_PROCESO_16-12-5344191_113001001_20496165.pdf,,.pdf,316781,,1,2016-07-19,2016-07-19,113001001,16-12-5344191,4876092,-1,13,2016/2016Q3/2016/C/113001001/16-12-5344191/C_PROCESO_16-12-5344191_113001001_20496165.pdf
21033428,C_PROCESO_16-12-5284824_205147017_21033428.PDF,MINUTA,.PDF,2724791,MINUTA,1,2016-08-24,2016-08-24,205147017,16-12-5284824,5001485,-1,13,2016/2016Q3/2016/C/205147017/16-12-5284824/C_PROCESO_16-12-5284824_205147017_21033428.PDF
20252375,C_PROCESO_16-12-5284653_273217026_20252375.pdf,CONTRATO NO 1,.pdf,2399206,CONTRATO NO 1,1,2016-07-01,2016-07-01,273217026,16-12-5284653,4821162,-1,13,2016/2016Q2/2016/C/273217026/16-12-5284653/C_PROCESO_16-12-5284653_273217026_20252375.pdf
20165299,C_PROCESO_16-12-5265128_01002044_20165299.pdf,CONTRATO 51 DE 2016,.pdf,3780467,CONTRATO 51 DE 2016,1,2016-06-27,2016-06-27,1002044,16-12-5265128,4803548,-1,13,2016/2016Q2/2016/C/01002044/16-12-5265128/C_PROCESO_16-12-5265128_01002044_20165299.pdf
20033211,C_PROCESO_16-12-5229814_215763011_20033211.pdf,CONTRATO,.pdf,227656,CONTRATO,1,2016-06-16,2016-06-16,215763011,16-12-5229814,4773060,-1,13,2016/2016Q2/2016/C/215763011/16-12-5229814/C_PROCESO_16-12-5229814_215763011_20033211.pdf
19938425,C_PROCESO_16-12-5206420_220550017_19938425.pdf,CONTRATO,.pdf,230742,CONTRATO,1,2016-06-08,2016-06-08,220550017,16-12-5206420,4752058,-1,13,2016/2016Q2/2016/C/220550017/16-12-5206420/C_PROCESO_16-12-5206420_220550017_19938425.pdf
19755593,C_PROCESO_16-12-5153557_227077011_19755593.pdf,CONTRATO,.pdf,375180,CONTRATO,1,2016-05-25,2016-05-25,227077011,16-12-5153557,4706524,-1,13,2016/2016Q2/2016/C/227077011/16-12-5153557/C_PROCESO_16-12-5153557_227077011_19755593.pdf
19729833,C_PROCESO_16-12-5133024_288001019_19729833.pdf,,.pdf,213749,,1,2016-05-24,2016-05-24,288001019,16-12-5133024,4701083,-1,13,2016/2016Q2/2016/C/288001019/16-12-5133024/C_PROCESO_16-12-5133024_288001019_19729833.pdf
19746759,C_PROCESO_16-12-5125128_219517011_19746759.pdf,CONTRATO,.pdf,835138,CONTRATO,1,2016-05-25,2016-05-25,219517011,16-12-5125128,4704540,-1,13,2016/2016Q2/2016/C/219517011/16-12-5125128/C_PROCESO_16-12-5125128_219517011_19746759.pdf
19506233,C_PROCESO_16-12-5085597_250680017_19506233.pdf,CPS 49-2016,.pdf,2899672,CPS 49-2016,1,2016-05-07,2016-05-07,250680017,16-12-5085597,4650369,-1,13,2016/2016Q2/2016/C/250680017/16-12-5085597/C_PROCESO_16-12-5085597_250680017_19506233.pdf
19407411,C_PROCESO_16-12-5058718_20578923_19407411.pdf,,.pdf,489823,,1,2016-05-02,2016-05-02,20578923,16-12-5058718,4626472,-1,13,2016/2016Q2/2016/C/20578923/16-12-5058718/C_PROCESO_16-12-5058718_20578923_19407411.pdf
19360275,C_PROCESO_16-12-5046035_28179426_19360275.pdf,CONTRATO IEIGB-CONT-001-2016,.pdf,616881,CONTRATO IEIGB-CONT-001-2016,1,2016-04-27,2016-04-27,28179426,16-12-5046035,4615320,-1,13,2016/2016Q2/2016/C/28179426/16-12-5046035/C_PROCESO_16-12-5046035_28179426_19360275.pdf
19276277,C_PROCESO_16-12-5023313_223068011_19276277.pdf,CONTRATO,.pdf,1850235,CONTRATO,1,2016-04-21,2016-04-21,223068011,16-12-5023313,4596422,-1,13,2016/2016Q2/2016/C/223068011/16-12-5023313/C_PROCESO_16-12-5023313_223068011_19276277.pdf
19165913,C_PROCESO_16-12-4988402_254001955_19165913.pdf,,.pdf,219786,,1,2016-04-14,2016-04-14,254001955,16-12-4988402,4569298,-1,13,2016/2016Q2/2016/C/254001955/16-12-4988402/C_PROCESO_16-12-4988402_254001955_19165913.pdf
19090153,C_PROCESO_16-12-4964096_215763019_19090153.pdf,,.pdf,287787,,1,2016-04-08,2016-04-08,215763019,16-12-4964096,4550889,-1,13,2016/2016Q2/2016/C/215763019/16-12-4964096/C_PROCESO_16-12-4964096_215763019_19090153.pdf
24149952,C_PROCESO_16-12-4898141_268296017_24149952.pdf,,.pdf,1865926,,1,2016-12-29,2016-12-29,268296017,16-12-4898141,5437569,-1,13,2016/2016Q4/2016/C/268296017/16-12-4898141/C_PROCESO_16-12-4898141_268296017_24149952.pdf
18867626,C_PROCESO_16-12-4897232_225317011_18867626.pdf,CONTRATO 050-2016,.pdf,388825,CONTRATO 050-2016,1,2016-03-17,2016-03-17,225317011,16-12-4897232,4490544,-1,13,2016/2016Q2/2016/C/225317011/16-12-4897232/C_PROCESO_16-12-4897232_225317011_18867626.pdf
18790560,C_PROCESO_16-12-4874199_22357012_18790560.pdf,,.pdf,365530,,1,2016-03-12,2016-03-12,22357012,16-12-4874199,4470483,-1,13,2016/2016Q2/2016/C/22357012/16-12-4874199/C_PROCESO_16-12-4874199_22357012_18790560.pdf
18781995,C_PROCESO_16-12-4871493_205347014_18781995.pdf,,.pdf,7108029,,1,2016-03-11,2016-03-11,205347014,16-12-4871493,4468266,-1,13,2016/2016Q2/2016/C/205347014/16-12-4871493/C_PROCESO_16-12-4871493_205347014_18781995.pdf
18685570,C_PROCESO_16-12-4838471_225758014_18685570.pdf,CO 27-2016,.pdf,249250,CO 27-2016,1,2016-03-04,2016-03-04,225758014,16-12-4838471,4440272,-1,13,2016/2016Q2/2016/C/225758014/16-12-4838471/C_PROCESO_16-12-4838471_225758014_18685570.pdf
18656061,C_PROCESO_16-12-4828071_263001677_18656061.pdf,CONTRATO,.pdf,840131,CONTRATO,1,2016-03-03,2016-03-03,263001677,16-12-4828071,4431021,-1,13,2016/2016Q2/2016/C/263001677/16-12-4828071/C_PROCESO_16-12-4828071_263001677_18656061.pdf
18551118,C_PROCESO_16-12-4790678_215367017_18551118.pdf,CONTRATO,.pdf,4033027,CONTRATO,1,2016-02-25,2016-02-25,215367017,16-12-4790678,4397200,-1,13,2016/2016/C/215367017/16-12-4790678/C_PROCESO_16-12-4790678_215367017_18551118.pdf
18365858,C_PROCESO_16-12-4720249_263001028_18365858.pdf,,.pdf,571415,,1,2016-02-11,2016-02-11,263001028,16-12-4720249,4337310,-1,13,2016/2016/C/263001028/16-12-4720249/C_PROCESO_16-12-4720249_263001028_18365858.pdf
18296657,C_PROCESO_16-12-4691752_288787006_18296657.pdf,CONTRATO,.pdf,650281,CONTRATO,1,2016-02-06,2016-02-06,288787006,16-12-4691752,4314539,-1,13,2016/2016/C/288787006/16-12-4691752/C_PROCESO_16-12-4691752_288787006_18296657.pdf
18084984,C_PROCESO_16-12-4609080_27611314_18084984.pdf,,.pdf,2489433,,1,2016-01-21,2016-01-21,27611314,16-12-4609080,4243061,-1,13,2016/2016/C/27611314/16-12-4609080/C_PROCESO_16-12-4609080_27611314_18084984.pdf
18079534,C_PROCESO_16-12-4607383_252001015_18079534.pdf,,.pdf,413743,,1,2016-01-20,2016-01-20,252001015,16-12-4607383,4241419,-1,13,2016/2016/C/252001015/16-12-4607383/C_PROCESO_16-12-4607383_252001015_18079534.pdf
17962150,C_PROCESO_16-12-4565864_247570011_17962150.pdf,CONTRATO,.pdf,1018051,CONTRATO,1,2016-01-07,2016-01-07,247570011,16-12-4565864,4205464,-1,13,2016/2016/C/247570011/16-12-4565864/C_PROCESO_16-12-4565864_247570011_17962150.pdf
18174177,C_PROCESO_16-12-4560187_225662018_18174177.pdf,,.pdf,5025621,,1,2016-01-28,2016-01-28,225662018,16-12-4560187,4271561,-1,13,2016/2016/C/225662018/16-12-4560187/C_PROCESO_16-12-4560187_225662018_18174177.pdf
17914564,C_PROCESO_16-12-4554583_2500144_17914564.pdf,,.pdf,1774650,,1,2016-01-04,2016-01-04,2500144,16-12-4554583,4193922,-1,13,2016/2016/C/2500144/16-12-4554583/C_PROCESO_16-12-4554583_2500144_17914564.pdf
17905698,C_PROCESO_16-12-4552748_215820011_17905698.pdf,,.pdf,181898,,1,2016-01-03,2016-01-03,215820011,16-12-4552748,4191892,-1,13,2016/2016/C/215820011/16-12-4552748/C_PROCESO_16-12-4552748_215820011_17905698.pdf
17877192,C_PROCESO_15-12-4547983_218753011_17877192.pdf,CONTRATO,.pdf,258381,CONTRATO,1,2015-12-30,2015-12-30,218753011,15-12-4547983,4186006,-1,13,dic2015/2015/C/218753011/15-12-4547983/C_PROCESO_15-12-4547983_218753011_17877192.pdf
17817732,C_PROCESO_15-12-4537325_205107014_17817732.PDF,MINUTA,.PDF,2135775,MINUTA,1,2015-12-29,2015-12-29,205107014,15-12-4537325,4172773,-1,13,dic2015/2015/C/205107014/15-12-4537325/C_PROCESO_15-12-4537325_205107014_17817732.PDF
17754273,C_PROCESO_15-12-4526886_28848913_17754273.pdf,,.pdf,520835,,1,2015-12-23,2015-12-23,28848913,15-12-4526886,4159198,-1,13,dic2015/2015/C/28848913/15-12-4526886/C_PROCESO_15-12-4526886_28848913_17754273.pdf
17865864,C_PROCESO_15-12-4511835_219532019_17865864.pdf,CONTRATO 113-2015,.pdf,2147872,CONTRATO 113-2015,1,2015-12-30,2015-12-30,219532019,15-12-4511835,4183634,-1,13,dic2015/2015/C/219532019/15-12-4511835/C_PROCESO_15-12-4511835_219532019_17865864.pdf
17601591,C_PROCESO_15-12-4498491_213001013_17601591.PDF,CONTRATO 101 - IVAN ANTONIO BERRIO SCAFF,.PDF,58417,CONTRATO 101 - IVAN ANTONIO BERRIO SCAFF,1,2015-12-15,2015-12-15,213001013,15-12-4498491,4131306,-1,13,dic2015/2015/C/213001013/15-12-4498491/C_PROCESO_15-12-4498491_213001013_17601591.PDF
17570542,C_PROCESO_15-12-4492707_01002041_17570542.pdf,MINUTA,.pdf,937592,MINUTA,1,2015-12-14,2015-12-14,1002041,15-12-4492707,4125496,-1,13,dic2015/2015/C/01002041/15-12-4492707/C_PROCESO_15-12-4492707_01002041_17570542.pdf
17455656,C_PROCESO_15-12-4466854_281736021_17455656.pdf,CONTRATO Y ACTA DE INICIO,.pdf,2159729,CONTRATO Y ACTA DE INICIO,1,2015-12-04,2015-12-04,281736021,15-12-4466854,4102770,-1,13,dic2015/2015/C/281736021/15-12-4466854/C_PROCESO_15-12-4466854_281736021_17455656.pdf
17498416,C_PROCESO_15-12-4466854_281736021_17498416.pdf,SUMINISTRO DE CAMARAS DE VIGILANCIA,.pdf,2159729,SUMINISTRO DE CAMARAS DE VIGILANCIA,1,2015-12-09,2015-12-09,281736021,15-12-4466854,4111998,-1,13,dic2015/2015/C/281736021/15-12-4466854/C_PROCESO_15-12-4466854_281736021_17498416.pdf
17675494,C_PROCESO_15-12-4466854_281736021_17675494.pdf,,.pdf,2159729,,1,2015-12-18,2015-12-18,281736021,15-12-4466854,4144542,-1,13,dic2015/2015/C/281736021/15-12-4466854/C_PROCESO_15-12-4466854_281736021_17675494.pdf
17676257,C_PROCESO_15-12-4466854_281736021_17676257.pdf,,.pdf,2159729,,1,2015-12-18,2015-12-18,281736021,15-12-4466854,4144669,-1,13,dic2015/2015/C/281736021/15-12-4466854/C_PROCESO_15-12-4466854_281736021_17676257.pdf
17419774,C_PROCESO_15-12-4460856_215664011_17419774.pdf,CONTRATO,.pdf,450231,CONTRATO,1,2015-12-03,2015-12-03,215664011,15-12-4460856,4097257,-1,13,dic2015/2015/C/215664011/15-12-4460856/C_PROCESO_15-12-4460856_215664011_17419774.pdf
16992814,C_PROCESO_15-12-4367884_219001016_16992814.pdf,,.pdf,443037,,1,2015-11-05,2015-11-05,219001016,15-12-4367884,4020175,-1,13,cloud/cloud2/2015/C/219001016/15-12-4367884/C_PROCESO_15-12-4367884_219001016_16992814.pdf
16694777,C_PROCESO_15-12-4306562_205001102_16694777.pdf,,.pdf,616337,,1,2015-10-15,2015-10-15,205001102,15-12-4306562,3968766,-1,13,cloud/cloud2/2015/C/205001102/15-12-4306562/C_PROCESO_15-12-4306562_205001102_16694777.pdf
16651773,C_PROCESO_15-12-4297755_273001061_16651773.pdf,CONTRATO_12,.pdf,1735852,CONTRATO_12,1,2015-10-11,2015-10-11,273001061,15-12-4297755,3961963,-1,13,cloud/cloud2/2015/C/273001061/15-12-4297755/C_PROCESO_15-12-4297755_273001061_16651773.pdf
16633877,C_PROCESO_15-12-4294641_28831813_16633877.pdf,,.pdf,8834421,,1,2015-10-08,2015-10-08,28831813,15-12-4294641,3958830,-1,13,cloud/cloud2/2015/C/28831813/15-12-4294641/C_PROCESO_15-12-4294641_28831813_16633877.pdf
16599314,C_PROCESO_15-12-4287767_273585032_16599314.pdf,,.pdf,29523,,1,2015-10-07,2015-10-07,273585032,15-12-4287767,3953332,-1,13,cloud/cloud2/2015/C/273585032/15-12-4287767/C_PROCESO_15-12-4287767_273585032_16599314.pdf
16490588,C_PROCESO_15-12-4266407_281001014_16490588.pdf,,.pdf,2102259,,1,2015-09-29,2015-09-29,281001014,15-12-4266407,3934679,-1,13,cloud/cloud2/2015/C/281001014/15-12-4266407/C_PROCESO_15-12-4266407_281001014_16490588.pdf
17979466,C_PROCESO_15-12-4259993_241078017_17979466.pdf,CONTRATO DE PRESTACI?N DE SUMINISTROS 994,.pdf,355048,CONTRATO DE PRESTACI?N DE SUMINISTROS 994,1,2016-01-11,2016-01-11,241078017,15-12-4259993,4210584,-1,13,2016/2016/C/241078017/15-12-4259993/C_PROCESO_15-12-4259993_241078017_17979466.pdf
16438715,C_PROCESO_15-12-4256624_205001091_16438715.pdf,ACTO ADMINISTRATIVO DE ADJUDICACION,.pdf,325920,ACTO ADMINISTRATIVO DE ADJUDICACION,1,2015-09-24,2015-09-24,205001091,15-12-4256624,3926008,-1,13,cloud/cloud2/2015/C/205001091/15-12-4256624/C_PROCESO_15-12-4256624_205001091_16438715.pdf
16256955,C_PROCESO_15-12-4220667_252000062_16256955.pdf,,.pdf,26659,,1,2015-09-11,2015-09-11,252000062,15-12-4220667,3895589,-1,13,cloud/cloud2/2015/C/252000062/15-12-4220667/C_PROCESO_15-12-4220667_252000062_16256955.pdf
16186196,C_PROCESO_15-12-4205736_268547032_16186196.pdf,,.pdf,727740,,1,2015-09-07,2015-09-07,268547032,15-12-4205736,3883336,-1,13,cloud/cloud2/2015/C/268547032/15-12-4205736/C_PROCESO_15-12-4205736_268547032_16186196.pdf
18558386,C_PROCESO_15-12-4195884_288387370_18558386.pdf,,.pdf,944245,,1,2016-02-25,2016-02-25,288387370,15-12-4195884,4399713,-1,13,2016/2016/C/288387370/15-12-4195884/C_PROCESO_15-12-4195884_288387370_18558386.pdf
16019694,C_PROCESO_15-12-4172341_01002032_16019694.pdf,CONTRATO,.pdf,1720580,CONTRATO,1,2015-08-25,2015-08-25,1002032,15-12-4172341,3854622,-1,13,cloud/cloud2/2015/C/01002032/15-12-4172341/C_PROCESO_15-12-4172341_01002032_16019694.pdf
16147792,C_PROCESO_15-12-4152846_26319015_16147792.tif,CUENTA DE COBRO,.tif,2333510,CUENTA DE COBRO,1,2015-09-03,2015-09-03,26319015,15-12-4152846,3876467,-1,13,cloud/cloud2/2015/C/26319015/15-12-4152846/C_PROCESO_15-12-4152846_26319015_16147792.tif
15867307,C_PROCESO_15-12-4137548_268001076_15867307.pdf,,.pdf,1899404,,1,2015-08-12,2015-08-12,268001076,15-12-4137548,3827817,-1,13,cloud/cloud2/2015/C/268001076/15-12-4137548/C_PROCESO_15-12-4137548_268001076_15867307.pdf
15841014,C_PROCESO_15-12-4136548_104001000_15841014.PDF,,.PDF,1200518,,1,2015-08-11,2015-08-11,104001000,15-12-4136548,3823167,-1,13,cloud/cloud2/2015/C/104001000/15-12-4136548/C_PROCESO_15-12-4136548_104001000_15841014.PDF
15841253,C_PROCESO_15-12-4136548_104001000_15841253.PDF,,.PDF,1189037,,1,2015-08-11,2015-08-11,104001000,15-12-4136548,3823188,-1,13,cloud/cloud2/2015/C/104001000/15-12-4136548/C_PROCESO_15-12-4136548_104001000_15841253.PDF
